date,title,content
2024年7月8日,前後と先後,
2024年7月8日,時間の前後,
2024年7月8日,しゃべり屋,
2024年7月8日,都知事選,
2024年7月7日,定規があってるか,
2024年7月7日,夜の酒,
2024年7月7日,自分中の価値観,
2024年7月7日,実装パターン　nextjs,
2024年7月7日,"react,prismaの罠",
2024年7月7日,コーディングは調子いい。,
2024年7月7日,コーディングでツボにはまる,
2024年7月7日,prisma　supabase,
2024年7月7日,絶対悪、絶対善,
2024年7月7日,暑い,
2024年7月6日,次のステージへいけのサイン,
2024年7月6日,knot買っちまう…,
2024年7月6日,時計、ソーラーのやつは,
2024年7月6日,名前、漢字からの,
2024年7月6日,暑すぎ（汗）,
2024年7月6日,山に行く！,
2024年7月6日,今日は雨,
2024年7月6日,変な夢,
2024年7月6日,shadテーブル,
2024年7月6日,他人のプラン,
2024年7月5日,ひとまずは、,
2024年7月5日,整理がめんどい,
2024年7月5日,想定外の問題・・・軽め,
2024年7月5日,セキスペ、安全確保支援士の資格,
2024年7月5日,午前中タスク終了,
2024年7月5日,在宅での仕事,
2024年7月5日,dポイント,
2024年7月5日,adblock,
2024年7月5日,ニュース、新紙幣,
2024年7月4日,充実,
2024年7月4日,リレーション、明示的、暗黙的,
2024年7月4日,テーブル定義でリレーションを利用するかどうか,
2024年7月4日,スタートページの仕組み,
2024年7月4日,やるべきこと,
2024年7月4日,在宅のメリット,
2024年7月4日,新札,
2024年7月4日,進め方,
2024年7月4日,できることから調べていく,
2024年7月4日,困ったとき,
2024年7月3日,寝れるときに寝る,
2024年7月3日,今日のタスク,
2024年7月3日,めんどい会議,
2024年7月3日,VSCODE＋生成AIツール,
2024年7月3日,mvp開発2,
2024年7月3日,MVP開発,
2024年7月3日,沼な時,
2024年7月3日,思考のヨリミチ,
2024年7月3日,vscodeアドオンai,
2024年7月3日,失敗への遠回りを楽しめ,
2024年7月2日,家での時間、どこまでやるかな、、、,
2024年7月2日,asp.netにbootstrap,
2024年7月2日,ややこし仕事多い…,
2024年7月2日,全体最適,
2024年7月2日,角川のランサムウェアで思うこと,
2024年7月2日,Bootstrap最新化,
2024年7月2日,火曜日の朝,
2024年7月2日,date-fns,
2024年7月2日,経験を有用化して本当に使えるものにするには,
2024年7月2日,縦のライン　動くの優先で広める理由,
2024年7月1日,立ち位置,
2024年7月1日,2週間後の自分がわかるコード,
2024年7月1日,覚悟なくても手を挙げる美学,
2024年7月1日,てあげたこと引き受けるのはメリットない,
2024年7月1日,冷静に分析と評価,
2024年7月1日,習慣,
2024年7月1日,adblockいい感じ、、,
2024年7月1日,白髪染め,
2024年7月1日,変な夢見た,
2024年7月1日,週初め,
2024年6月30日,明日は、牛行くか〜,
2024年6月30日,notion優秀,
2024年6月30日,進め方,
2024年6月30日,できる範囲で調整進める,
2024年6月30日,沼再び・・,
2024年6月30日,沼の種類,
2024年6月30日,炭水化物祭,
2024年6月30日,youtube.tv違い,
2024年6月30日,FUNDRY　２,
2024年6月30日,ダークウェーブにメアドなど,
2024年6月29日,本能とは,
2024年6月29日,メシ完了,
2024年6月29日,今後のことzst進め方,
2024年6月29日,進まない件,
2024年6月29日,Prisma→supabase megrationが進まない・・・,
2024年6月29日,nextjs5/50,
2024年6月29日,FUNDRY　ファンドリー,
2024年6月29日,夜のプラン,
2024年6月29日,今日の予定　昼,
2024年6月29日,今日の予定　夜,
2024年6月29日,クリエイティブ系ゲーム,
2024年6月28日,金の使い方,
2024年6月28日,想定外だがミオさん,
2024年6月28日,出来るだけシンプルな仕組み・・・,
2024年6月28日,正解のない問題を解く能力,
2024年6月28日,夜どうするか…,
2024年6月28日,supabase 8/10,
2024年6月28日,sendgrid メールサービス,
2024年6月28日,supabase認証、1/10,
2024年6月28日,Steam　サマーセール,
2024年6月28日,GoogleKeepサービス終了,
2024年6月27日,データセンター市場,
2024年6月27日,集中力,
2024年6月27日,クエリー,
2024年6月27日,ほかの業者との折衝,
2024年6月27日,整理完了,
2024年6月27日,shadcn 使ってみる,
2024年6月27日,NEXTからphpデジタル庁,
2024年6月27日,NEXT　4/50,
2024年6月27日,在宅ワーク2024/06/27,
2024年6月26日,反省するのかしないのか。,
2024年6月26日,なんとなくめんどい一日、酒うまい説,
2024年6月26日,調整力必要不要？,
2024年6月26日,使いこなす,
2024年6月26日,仕事期間中にプライベートなクリエイティブ時間の切り替え,
2024年6月26日,UI優しさ,
2024年6月26日,KADOKAWAvsNewsPicks,
2024年6月26日,「大衆受け」,
2024年6月26日,X楽だな,
2024年6月26日,タバコ減らし成功、一日目,
2024年6月25日,思考ストップさせる単語,
2024年6月25日,ゲーム抑える,
2024年6月25日,社畜ジャパン,
2024年6月25日,nextjs dir構成,
2024年6月25日,久しぶりのレスポンス調査,
2024年6月25日,想定外のタスク、上からの指令,
2024年6月25日,昔のメールの検索,
2024年6月25日,クリエイティブトレーニング進んだ,
2024年6月25日,コーディングはパーツ,
2024年6月25日,コーディング,
2024年6月25日,魑魅魍魎、都知事選,
2024年6月24日,KADOKAWA vs NEWSPICKS,"おもろいバトル始まった。
事実ベースのNewsPicks、事実の虚栄の世界で生きているKADOKAWA
最後に勝つのは、killmilk
落としどころどうなるのかは気になる。
KADOKAWAからKillmilkに出したメール、それの返信内容がNewsPicksに流れたのが意味不明
かなりKADOKAWAの近い場所に情報源ある。
そもそも、ランサムウェアにお金を払った時点で、KADOKAWAの成長は限界が出てくるのが正解
来月とか、２，３か月後どうなっているかは気になる。多分KADOKAWA事業形態見直しとかさせられそう。"
2024年6月24日,zennアップ,"正直ネタは弱いけど、世にいう技術者に可能性を提示するきっかけを希望！
ほんとうは、テーブル変数、with句のリスク等の提示を掲示するための入口。
ゆくゆくはそこまで行く一ヶ月いないぐらいでできればと思う
使い方勘違してる人にメリットデメリットを提示できる資料が目標！"
2024年6月24日,タバコの量減らせるか…,"一日の本数半分にしたい、20から10を想定
歩きながら吸うのを辞める。それだけで六本！！
現実的なラインかも…
ひとまずそれ目指す！！立ち止まっての一服は許容
歩いてる最中どうするか、、、YouTubeで情報収集、ネットで情報収集、ツイッター、、、やることはあるハス！
よし、決断！"
2024年6月24日,朝の体調不良,"ペース的には早退レベル。視覚が九分の一程度に
朝から脳裏良く使いすぎ、頭使いすぎたからなのか
1時間経たずに復調。
タイミング含めて責務果たしたうえでクリエイティブな仕事が捗る
鬼のように集中必要なの入れたら結構リセットされる性格かもしれない"
2024年6月24日,管理会議,"良かったとこ。順調、質問に対しては5割
残りは空振り仕方ない印象あり
振らなくていいバットもふって、二塁打ぐらい。"
2024年6月24日,2024/06/24のタスク,"いつも通りになりそうな気がする。
帰ってからのクリエイティブな時間は欲しい
幹部会報告、八割完成の認識
aipjの件、インデックスの進捗次第かな、気になることは指摘する余裕は持つこと。
タバコは仕事中は2本目標
0思考は、あと三つは書いておく、コレ省く"
2024年6月24日,nextjs、3/50,"プロチューで学習、ゴールまでの道筋は見えた
検討点その一　プリズム使うかどうか、supabaseそのままでいくか。後者は経験ありだけど流行りの技術使うべき論もある
検討点その二　authについては、、、自力でメアドベース考えてたけど今後のこと考えるとnextauthて出してみるか、、、一通り実践してかな。
zodなど、フォーム周り触って実際にやってみないと評価は難しい印象"
2024年6月23日,週末振り返り、、、,"悪くはない週末感謝
仕事は0点、学習は8点、体力は8点、夜飯は9点、充実した週末かな〜
登山いつもと違うコース疲れ度合い高かった、雨もやられたし、
昔行ってた店再度行くの楽しいと再認
来週からの雨はブルーだな…"
2024年6月23日,フロチュー　プログラミングチュートリアル,"技術レベルが自分にあう
作り出したら結果出るまで作り切る
自分の持っている技術が合うのなら助かる動画
ただ単に論理だけ、説明だけでは飽きてくる。コード知っ仙してもらったほうがいい
金払ってまで見るかは微妙、YouTube感謝、ただお礼する方法あればいいのに…"
2024年6月23日,nextjs3/50 css,"cssnextjsで使うときの手順学習
妥当かどうか不明ですがmodulecssの模様。
あまり苦手な使い方なので、tailwindcssになると思います
次のステップでlinkオブジェクトぽいけど自分にあうか不明、、、
シンコードキャンプのひとが技術的に、進め方的に合いそうと考えています。"
2024年6月23日,ロンドン崩壊？,"YouTubeで流れてた情報
そこまでやばいかどうかは不明、次元が違う崩壊が始まってる。街が死んでる
栄枯盛衰の衰がはじまってるそうな、、、ほんまかな、
事実は不明なのが気になりますがそういう世界線にはいった、日本人歓迎されてるとまで、、、五つ星ホテルまで死んでる
ほんまかどうかは時間見ていくしかない、注視必要な流れ"
2024年6月23日,百鬼夜行,"百鬼夜行始まってる。こんな時代くるとは感はある。遠い世界でいいと思う
世間的にはこんな時代求めてるのかな・・・
正直ようわからん・・・１００匹いれば、いい鬼、もいる説
そちらに期待するのが正しいのか・・・なんか秩序が歪んできている印象あり。"
2024年6月23日,ランサムウェア＋角川,"なぜそこまで、責められるのか？Youtubeよりも、ハードル低いのかな？
脅威の作成は容易に可能、管理も２，３人で可能という話ある。
個人情報を暗号化→人質にとれるのなら金の請求も容易、金請求されて、答えた模様
システム１００％セキュリティ準備するのは無理だという認識。８０％のレベルあれば、それは全レベルがそれになる。
空売り説。この程度で努力微小、株を利用（空売り）すれば、着実に金をとれる。"
2024年6月23日,祈りの幕が下りるとき,"邦画なので、あまり期待はなかったですが、思った以上に面白い
微妙な心情の変化は日本人向け、独自の文化だと思う。
阿部寛いい演技してる。
東野圭吾さすがだ・・・小説系は一般的には国ごとに求めているもの違いそう・・・シドニーシエルダンとか好きだったけど、育ってきた文化違えば、ここへの刺さりぐあいも違う。ヒューマンドラマは・・・
その点、哲学書はそこのコア部分なので、共通。
サイエンスフィクションはもっと共通。誰しもが、通る道への導になると思うし、根源に近い
前評判によ寄らず、日本の映画、評価上がってるのは、日本人の表現難しいデリケートなところ、表現がうむくなったからかな"
2024年6月23日,思考用のツー,"ツール作成してまでもやるべきかの判断
習慣としては、訓練の意味合いでは最適なパターン、ゼロ秒思考
ツールが紙が最適かどうかはやはり悩む
なので、それ用のツールを作成するのは当然の結果。NETで調べても最適なのはなさそうなので
ある程度、PGの技術はあるので、思考の意味合いでも作成の努力始めるのは有効だと思う
完成までを目指したうえで・・・ログインは容易に、プライベート、パブリックは区別必要
画像からも可能に、OCRで文字読み取りベスト
サマリーの機能も準備する。
タイトルの例も画面としてもつ、
前文、導入部分は丁寧にしないと、意見あってから使ってもらうのが前提・・・"
2024年6月23日,NEXTjs2/50promptや、コンポーネント、学習,"promptや、コンポーネント、学習
ClientUSE も結構沼った記憶ある
何度か回すことは大事なイメージあり。
継続的に続けるすべなんかないのかな、、動画で思い出せるのはメリットあると思うけど。続けるのに適しているか
コード学習なら、本よりも実践のイメージはある。会社のタスクと合わないのが…"
2024年6月23日,YouTube見るものの指針,"情報収集ツールとして使うのは正解
内容多岐にわたってるので知りたい情報思ったよりある
どうやってコンテンツ無つけるのが正解か、、
おすすめでなく自分で単語、キーワード入れて探すのが正解！！"
2024年6月22日,foについて,"能力は間違いなく高い。じぶん、otデブオロできない点もブォ炉してる。
ただ微妙なニュアンスについては会社経験が物を言うので、f.otが強い。、経験しかないと思う
想定外、今まで自分等が避けてた提案をしがらみなく話してくれるのはありがたい。
バランス感にウェイト置いたほうがいいかも、具体的な案の提示は難しいが…"
2024年6月22日,ぴのさんは可愛いが,"適当に生きてるコンカフェ探し。
アルファー派はいい表現。こうして一つづつ学んでいくんだと改めて認識
立ち位置に応じてセリフは変わる。、きれいに回すためには必要な技
波また浴びに行くと思う。ぴのさんはおもろい説"
2024年6月22日,心に残った映画,"メメント、オチがインパクトありすぎ、面白いし仕組みわかればドキドキが止まらない
すずめの戸締まり、これはずるい系だと思う。経験ある人はなく。
時をかける少女。ずるい、奇跡、物語強すぎ。最後のオチ綺麗すぎて家でpc見ながら泣けた。
ユージュアル・サスペクツ　完全な物語。最後まで落ちわからす！名演だと思う。
トレスポ　あの、アングラ感と違和感を楽しむ感じは強烈です。何度も観る必要ないがインパクトは最強"
2024年6月22日,繰り返すことのメリット,"再読、映画再びなどを想定。
再読はメリットあると思う。読書記録残してるのでビジネス書関連は特に。
映画はドだろな、心に残ったやつでも同じシナリオ、同じ絵ならメリットないかも。
漫画、映画（あにめ）はドだろな、漫画と同じシナリオで漫画読んでるのなら必要ないかな、、よっぽど気に入った漫画なら流し見はあり。
映画→アニメは、続き気になって読むことはある。よっぽど気になる話なら…
亜人見たときにはアキラ並に絵の表現力驚いた。cgの技術かな、、、"
2024年6月22日,映画,"祈りの幕が下りる時、かつ見てる限り面白そうです。本当にヒットするかは不明。映画解説誇張しすぎてる説確認
ジョーカー2は見に行くと思う。続編のくせに大物登場〜映画館確定のイメージ
関心領域の、予告編はインパクトあった、コレはどこかで見たい。亜人の最初の方と同じテーマ。
昔見たメメント再度見てみたい。dvdあったはず
東野圭吾げんさくおおいなぁ、陽気なギャングの映画は、楽しかった記憶あり、ほか、終末のフール、今日という日は残された日々の最初の一日は名言！東野圭吾でないけど…
ゴジラ、-10 迫力は最高！cgああいう使い方は新鮮すぎる、あの距離だからこその恐怖感じる"
2024年6月22日,今からの予定,"テスト
新神戸から有馬
ある程度時間かかる見込み、6h想定
バスは1555予定
帰りはミナミて飯食う
久しぶりのミオさん面白かったけど不健康感あった、マジュの件聞けてもよかった"
2024年6月22日,NEXTjs 1/50,"入門ユーチューブで学習verselアップまで
一般的な構成との違いに苦戦。nodeのバージョンとか意識したことない。手動でのインストールで解決。
バーセルアップまでは用意。マニュアル通りでできた印象あり
page.tsx.index.tsxの違いがしっくりこないかも。、ハマりだしたらきりないので飛ばすか、、、approuter周り?　時間ある時整理
ディレクトリ構造思い出す。コンポーネントの考え再度思い起こし必要。ビジネスロジック作ってたのは自分優秀！！
過去のソースもう少し和める必要あるな
readmeの充実も検討必要
前文も検討必要。タイトル集も適当に…テープ付作るか…"
2024年6月22日,Ｔさん,"能力はある、細かいことはやってくれる印象あり。
バランス感覚がベストかどうか不明。時々ザツなときがある
直属ではないが上司なのは確実。
仕事は丁寧なので、うまく使えばメリットあり
慎重な対応必要な場合にはあらかじめそれ前提で、進める。暴走止めるメリットあり"
2024年6月22日,発射オーライ　使ってみた,"多分初めての認識でしたがメアド登録されてたので再登録不要、パスワード再設定のみ
奥的のコース探すが画面よくない。目的コースの復路探すのがめんどかった印象。
期待のバス予約するまで、20分かな、バス切れてるケース考えたら面倒だけどこちらのほうがいいかな。
ペイペイで入金、クレジット番号登録しといたほうがリスク避けれるけど、いつでも選べるので。必要なときに奏する予定。
リスクなく今日は歩ける気がする。
目的は果たせた！ウェブツール感謝！"
2024年6月22日,六甲か箕面か・・・,"悩んでいる・・・無難な六甲か、箕面か・・
六甲いつものコース　９時発で、１８時大阪可能
箕面勝尾寺コード　９時発、５時間、勝尾寺、箕面駅コース
箕面止々呂美コース　９時発、６時間、迷う可能性あり→雨降る可能性あり、
六甲縦走路　後半　有馬コース　新神戸発なので、６時間かかっても、雨合わずに帰れるか・・
六甲縦走路後半、有馬コース決定！風呂は大阪で入るパターンを想定　天気次第か・・・"
2024年6月21日,otについて,"バランス感ある、能力ある。ただ頑固癖強すぎる艦もある
正直現行の社長の下では今の仕事、ot続けるしかないと思う。
在宅のデメリットくらい続けてるイメージはある。肉体的な問題なので回避は難しいし、いくら押してもなんとかなるものでない。外的環境含めて。
考えて完璧に使いこなす自信ない、今の環境だと。、なんで、そこに体力使うのやめた、202306から"
2024年6月21日,まれにみる、眠気の原因の推測,"• 体調不良のためか、眠気が昼からやばかった模様
• 昼食のピザ+コーラか、前日２００Ｐの書籍面白かったので、こちらに集中しすぎたかも

    ◦ 朝から集中力欠如は、読書のせいだと思われます。
• 定期的に体動かすか自分の中の機械作業こなしてくことで、仕事は勧められた
• 面白仕事を意図的に捕まえるのも対策としては有効"
2024年6月21日,目が遠くなる,"年齢の性の可能性あり。
継続的に眼球運動始めたおかげで持続力はついた
食べ物とかでの調整有用ではないかな、、、ブルーベリー？とか？
メガネしても眼球能力は変わらない気がしています。やってみるのは悪くない、老眼鏡かな？"
2024年6月21日,再読の仕方,"モチベーションが一番大事
いい思い出があるか、心に残った論理があるか、その論理思い起こしたいかで判断
それ考えたら上のほうがいいのかな、、、感想やラインあるし、、、
本、書籍との向き合い方は見直す価値あり、魔力的なものは1日で読めるのは今も変わらない
電子化するべき？先引けなくなるデメリットある。再読の習慣つけばカバーできるのでは…"
2024年6月21日,手書きのテスト,
2024年6月21日,０秒思考　書評,"鍛えるすべを提示するもの。
そのための手順を具体的に提示
再利用、生産力のアップには直結しないが、随時の判断力、思考力を上げることに特化している。
思考力鍛えるトレーニングという意識は今までなかったので、有用なツール化も
誰でも目指せるトレーニングというのはありがたい。
ツール化することで、より、簡易にトレーニングしやすくなるのではないか？
再利用についてはデータでの作業が得意なので、データ化するメリット
個人情報についてはどうするか・・・DBの時点で暗号化は入れるかどうか
構造は基本２段階　タイトル、コンテンツ（５，６）、コンテンツに補足、補足は必須ではない想定
データ化するのなら、履歴は残したほうがいい
繰り返して読むことも視野にいれる！"
2024年6月21日,rushいいかどおか、,"bigは微妙な感覚。ジェルシャンプ量がわからん、しばらく試さないと
リハーブは、いい感じだと思う
サイズ適切なのは艦変えるべき。最初はスモールのほうが無難。
他のコンディショナー系もて、だしてみるかな、、、"
2024年6月21日,電子ペーパー,"使おうとすると結構コスト高い模様。富士通のやつがしっかりしているが、４，５万
要件としては、PC、スマホへの連携必須。充電能力
大きさ、A4がベスト
いろんな会社が出している模様。継続して情報集めたほうがいいと思います。
カラーリング　黒に白で書くより、紙（ホワイトボード）に記載のイメージがいい
nuboardにしてて、写真撮って共有のほうが楽ではないか説は残ると思います。"
2024年6月21日,スマホからの入力テスト,"どうなるのかは試してみないと。

キーボードのほうがやっぱり楽、移動中電車の中だとこうなるか、、、

気軽に入力できること優先が第一ステップなのでしゃーない

続けれる環境優先"
2024年6月21日,A4に勝つための・・・,"-デジタル化のほうが今の時代メリットある
-電子ペーパーも視野にれる　コストはかかるが・・・どの程度か相場などは確認するべき
-図とか書けない可能性ある。それは制限として受け止める
-プライベートかいていいのかな？自分で仕組作れば、漏れることは回避できる
ユーザー、パスワード、永続的、メールで再度要求ぐらいかな
-時間も正確にしたい。新規（スタート）、保存（ゴール）で時間を図る
　編集は難しいな・・・編集と参照は別の役割想定
-デジタル化しておいたほうが、後での閲覧用意、検索も用意、
　ハイブリッド想定して、画像も持てるように、その場合は手動で時間を入力"
2024年6月21日,習慣化するための手順,"簡単にできること。日常的に使えるデバイスを検討する必要あり
-電子化すること。スマホでも使える状態を目指す。簡単にいつでも触れることが理想
電車の中、往復の時間や、自宅でのちょっとした時間にも有効
-ツールとしては現状だとNotionが最強？過去分の圧縮どうするかは考える必要ある
どの本みても実際の紙を押している・・これに勝てる手法が欲しい
-まずは習慣化・・・１日１０枚がけっこきついかな　電車時間が有効それ迄に字間詰めるのも"
2024年6月21日,最初の一枚,"• どこまでなにができるかの思考のパターンとしては有効な可能性あり
• ルールとして、１日、１０枚、左上にタイトル、日付
• ４行から６行、２０文字～３０文字
• １分以内に終わらす。　１ｍ、１．５mでＯＫ　日付の右で"